N°	Client	Type	ERP	Effectif	Avocats_Associes	Avocats_Collaborateurs	Secretaires	Assistants_Juridiques	Juristes	Informatique	RH	Communication	Documentation	Comptabilite	Departement
23044	ROCHE & MORIN	Prospect	PolyOffice	6	2	1	1	0	0	0	2	0	0	0	35
23045	PETIT	Client	NEO	15	3	3	6	2	1	0	0	0	0	0	69
23046	MERCIER JURIDIQUE	Client	NEO	7	2	2	1	0	0	1	1	0	0	0	31
23047	CASTEL	Prospect	AvocatOnline	13	3	3	5	2	0	0	0	0	0	0	84
23048	SELARL BERTRAND GIRAUD	Prospect	Jarvis	2	1	1	0	0	0	0	0	0	0	0	92
23049	DURAND	Client	AIR	10	3	2	3	1	0	1	0	0	0	0	75
23050	MEUNIER	Client	NEO	22	4	3	9	4	1	0	0	0	0	1	69
23051	BERNARD CONSEIL CHATEAUROUX	Client	AIR	12	3	2	5	2	0	0	0	0	0	0	92
23052	SELARL DENIS FRANCOIS DUFOUR SIMON	Client	NEO	7	2	2	2	1	0	0	0	0	0	0	55
23053	ROUSSEL, BLANCHARD, CARON & ASSOCIES	Prospect	Kléos	3	2	1	0	0	0	0	0	0	0	0	94
23054	GAUTHIER	Prospect	Jarvis	2	1	0	1	0	0	0	0	0	0	0	86
23055	GAUTHIER, PIERRE, FONTAINE PARTNERS	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
23056	BRUN	Client	NEO	16	4	3	6	2	0	0	1	0	0	0	33
23057	PAUL, ROUSSEL, SIMON ET ASSOCIES	Prospect	AvocatOnline	16	4	3	3	5	0	0	0	0	1	0	75
23058	ROGER Laurent	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	57
23059	JOLY, HENRY, MOREL & ASSOCIES	Prospect	Jarvis	18	4	3	7	3	1	0	0	0	0	0	76
23060	SCP NICOLAS MICHEL	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	92
23061	MERCIER	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	92
23062	FRANCOIS ET BERTRAND	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	02
23063	BOYER, BERTRAND, NOEL ET ASSOCIES	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
23064	GIRAUD DROIT	Prospect	AvocatOnline	7	2	2	2	1	0	0	0	0	0	0	75
23065	DUBOIS & ASSOCIES	Client	NEO	25	5	5	7	4	1	1	1	0	1	0	75
23066	ADAM	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
23068	LEGRAND, GUERIN, BRUN PARTNERS	Client	NEO	14	3	3	5	3	0	0	0	0	0	0	31
23069	BRUNET , LECOMTE	Client	AIR	10	3	2	3	1	0	0	1	0	0	0	94
23070	LEFEBVRE Jacques	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	42
23071	CABINET MARTINEZ FONTAINE	Client	NEO	22	4	4	9	4	1	0	0	0	0	0	75
23072	CHEVALIER	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	34
23073	BLANCHARD & ANDRE	Prospect	Jarvis	11	3	2	2	1	0	1	1	0	1	0	03
23074	SANCHEZ AVOCATS	Prospect	PolyOffice	14	4	3	4	2	0	0	1	0	0	0	51
23075	ADAM & ASSOCIES	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	69
23076	GUERIN & LEROUX	Client	AIR	5	2	1	0	0	2	0	0	0	0	0	75
23077	JEAN Claude	Client	NEO	3	2	0	1	0	0	0	0	0	0	0	37
23078	BRUN ET BONNET	Client	AIR	6	2	2	0	0	0	1	1	0	0	0	08
23079	GARCIA	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	25
23080	LUCAS	Client	NEO	10	3	2	4	1	0	0	0	0	0	0	13
23081	ROUSSEL CABINET	Client	NEO	8	2	2	1	0	0	0	1	1	1	0	75
23082	ALEXANDRE AVOCATS (13015)	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	87
23083	ROUSSEL, MARTIN, DUVAL & ASSOCIES	Client	AIR	7	2	2	2	1	0	0	0	0	0	0	37
23084	JEAN	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	75
23085	NICOLAS	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	93
23087	NOEL PARTNERS	Prospect	AvocatOnline	21	5	4	8	3	0	0	0	1	0	0	67
23088	SCP ANDRE LAURENT ROUX JOLY	Prospect	AvocatOnline	8	2	2	3	1	0	0	0	0	0	0	12
23089	BERTRAND	Client	AIR	7	2	2	1	0	0	0	0	2	0	0	94
23090	SELARL GAUTHIER MEYER BRUNET BRUN	Prospect	Kami	10	3	2	2	1	0	0	1	0	1	0	74
23091	THOMAS AVOCATS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	76
23092	GIRAUD	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	35
23093	RENAUD CONSEILS	Prospect	AvocatOnline	21	4	4	6	3	1	1	0	1	0	1	37
23094	ANDRE CONSEILS	Client	AIR	7	2	1	1	1	0	0	0	2	0	0	75
23095	LEGRAND, PAYET, BONNET & ASSOCIES	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	44
23096	PHILIPPE	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	92
23097	PERRIN	Client	NEO	11	3	2	3	2	0	0	1	0	0	0	68
23098	ROCHE & GAUTHIER	Prospect	Clématis	5	2	2	1	0	0	0	0	0	0	0	66
23099	LECLERC CIVIL (75020)	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	93
23100	CASTEL ADMINISTRATIF (13002)	Client	AIR	20	4	4	9	3	0	0	0	0	0	0	13
23101	GIRARD JURIDIQUE	Prospect	AvocatOnline	23	5	4	7	4	1	1	0	1	0	0	94
23102	BARBIER ET MEUNIER	Client	AIR	4	2	2	0	0	0	0	0	0	0	0	87
23103	MEYER	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	46
23104	THOMAS ET DUMONT	Prospect	Kami	24	5	4	7	4	1	0	1	1	0	1	31
23105	BARBIER	Client	NEO	10	2	2	3	2	1	0	0	0	0	0	94
23106	MARCHAND, FONTAINE, PETIT ET ASSOCIES	Client	NEO	23	5	4	8	4	1	0	0	1	0	0	31
23107	CARON Marie	Client	NEO	16	4	3	6	2	0	0	1	0	0	0	92
23108	SELARL LEROY GUILLOT HENRY JEAN	Client	ADAPPS	10	3	2	1	3	0	1	0	0	0	0	08
23109	MOREL	Client	NEO	11	3	2	3	1	0	0	2	0	0	0	31
23110	GAUTIER & ASSOCIES	Client	NEO	4	2	2	0	0	0	0	0	0	0	0	93
23111	SCP PAUL BARBIER PAYET SIMON	Client	AIR	9	3	2	3	1	0	0	0	0	0	0	59
23112	LUCAS	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	87
23113	SCP DAVID PAUL	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
23114	MATHIEU	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	75
23115	CHEVALIER	Client	ADAPPS	3	2	1	0	0	0	0	0	0	0	0	67
23116	LECOMTE	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
23117	PAYET , SIMON	Prospect	Kléos	4	2	0	0	2	0	0	0	0	0	0	75
23118	SCP BONNET DUBOIS VINCENT MASSON	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	49
23119	CABINET SANCHEZ DUMONT ALEXANDRE NGUYEN	Client	NEO	10	3	2	4	1	0	0	0	0	0	0	94
23120	PAYET	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	69
23121	NOEL PARTNERS	Client	NEO	11	3	2	3	1	0	0	1	0	1	0	13
23122	LAURENT EXPERTISE AMIENS	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	13
23123	PAYET, FABRE, FERNANDEZ ET ASSOCIES	Prospect	Clématis	4	2	2	0	0	0	0	0	0	0	0	93
23124	LOUIS & ASSOCIES	Client	NEO	9	2	2	2	1	0	1	0	1	0	0	32
23125	ANDRE	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	72
23126	CABINET ROGER LOPEZ DUMAS BLANC	Client	AIR	9	2	2	3	2	0	0	0	0	0	0	69
23127	RENAUD CONSEILS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	13
23128	BRUNET LAW FIRM	Prospect	AvocatOnline	4	2	2	0	0	0	0	0	0	0	0	91
23129	LAURENT COMMERCIAL (13015)	Client	AIR	7	2	2	2	1	0	0	0	0	0	0	13
23130	GARCIA & ASSOCIES	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	13
23131	DUMAS	Client	AIR	7	2	2	1	0	0	0	2	0	0	0	75
23132	MORIN	Prospect	AvocatOnline	13	3	3	2	5	0	0	0	0	0	0	75
23133	NOEL	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	86
23134	FONTAINE LEGAL	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	63
23135	GAUTHIER, JOLY, DUBOIS PARTNERS	Prospect	PolyOffice	5	2	3	0	0	0	0	0	0	0	0	95
23136	ANDRE IMMOBILIER AUXERRE	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	69
23137	DUBOIS CABINET	Client	ADAPPS	5	2	1	2	0	0	0	0	0	0	0	75
23138	GERARD	Client	NEO	13	3	3	5	2	0	0	0	0	0	0	2B
23139	NOEL André	Client	NEO	12	3	2	5	1	1	0	0	0	0	0	75
23140	GIRAUD, BENOIT, MARTINEZ PARTNERS	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	27
23141	HENRY	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	93
23142	MARIE	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	95
23143	DUMAS, DAVID, MERCIER PARTNERS	Prospect	AvocatOnline	18	4	3	5	3	1	1	0	1	0	0	2A
23144	DENIS DROIT	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	38
23145	CHARLES	Prospect	AvocatOnline	6	2	2	0	0	0	0	0	1	1	0	75
23146	NICOLAS SCP	Prospect	AvocatOnline	6	2	1	1	0	0	0	2	0	0	0	69
23147	DURAND Didier	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	94
23148	JACQUES LEGAL	Client	NEO	7	2	2	2	1	0	0	0	0	0	0	75
23149	MULLER FISCAL STRASBOURG	Prospect	Jarvis	34	6	5	13	7	1	1	0	0	0	1	69
23150	BENOIT Vincent	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	28
23151	CABINET MARTINEZ ROUSSEAU	Prospect	PolyOffice	13	3	2	4	2	1	0	0	0	1	0	51
23152	JACQUES	Prospect	Kléos	25	4	4	10	4	1	1	0	0	0	1	54
23153	CABINET CASTEL MARIE FERNANDEZ PAYET	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
23154	GUILLOT - BOYER	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
23155	LEBRUN LAW FIRM	Client	NEO	21	4	4	7	3	1	0	0	1	0	1	67
23156	SELARL PHILIPPE GUERIN	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
23157	CHARLES	Prospect	Kléos	2	1	1	0	0	0	0	0	0	0	0	75
23158	MICHEL AFFAIRES	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
23159	LEMAIRE, ROUX, ROUSSEAU ET ASSOCIES	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
23160	BENOIT	Prospect	Kami	2	1	1	0	0	0	0	0	0	0	0	69
23161	GAUTIER	Prospect	AvocatOnline	8	2	2	1	1	0	1	1	0	0	0	13
23162	DUFOUR , PAUL	Client	NEO	11	3	2	2	4	0	0	0	0	0	0	75
23163	SCP CASTEL CARON LEMAIRE MAURY	Prospect	AvocatOnline	20	4	3	7	4	1	0	1	0	0	0	92
23164	FAURE & PIERRE	Client	AIR	7	2	2	2	1	0	0	0	0	0	0	93
23165	SANCHEZ, DUFOUR, DUMONT ET ASSOCIES	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
23166	JOLY	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
23167	PERRIN Monique	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	31
23168	MAURY , MEUNIER	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	69
23169	RENARD	Client	NEO	23	4	4	8	4	1	0	1	0	0	1	75
23170	LEFEVRE	Client	NEO	5	2	1	0	2	0	0	0	0	0	0	93
23171	THOMAS	Client	NEO	22	5	4	6	4	0	1	0	0	1	1	60
23172	CABINET MULLER PIERRE BLANCHARD GIRAUD	Client	NEO	8	2	2	1	1	0	1	1	0	0	0	79
23173	DUFOUR	Client	NEO	23	5	4	7	4	1	0	1	0	0	1	59
23174	ROBERT	Client	NEO	7	2	2	1	0	0	1	0	0	1	0	92
23175	PERRIN & ASSOCIES	Client	ADAPPS	8	2	2	2	1	0	1	0	0	0	0	75
23176	FOURNIER , GAUTIER	Prospect	Kami	10	3	2	3	2	0	0	0	0	0	0	75
23177	BERTRAND	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	31
23178	GIRAUD LEGAL AUXERRE	Client	NEO	6	2	2	1	0	0	1	0	0	0	0	35
23179	PAUL LEGAL	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	68
23180	NICOLAS	Client	NEO	12	3	2	5	2	0	0	0	0	0	0	31
23181	MARTINEZ JURISTES (13003)	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	69
23182	GARCIA & ASSOCIES	Client	AIR	4	2	0	0	0	2	0	0	0	0	0	69
23183	NICOLAS PENAL (13008)	Client	NEO	11	3	2	2	2	0	0	0	1	1	0	78
23184	DUBOIS	Prospect	AvocatOnline	23	4	4	9	4	1	0	0	1	0	0	75
23185	LEBRUN	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	31
23186	GAUTHIER	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	21
23187	DUMONT André	Client	NEO	16	3	3	6	3	1	0	0	0	0	0	75
23188	ROBERT , MEUNIER	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	94
23189	GARNIER	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	75
23190	ROGER ET FONTAINE	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
23191	SELARL MEUNIER PETIT	Client	NEO	6	2	1	2	1	0	0	0	0	0	0	93
23192	ROY & ASSOCIES	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	83
23193	MARTIN	Client	NEO	21	4	3	8	4	1	0	0	0	0	1	13
23194	ANDRE Christine	Prospect	AvocatOnline	4	2	0	2	0	0	0	0	0	0	0	35
23195	PERRIN	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	92
23196	SCHMITT - MAURY	Client	NEO	15	3	3	5	2	1	0	0	0	1	0	75
23197	CHEVALIER, ANDRE, DURAND & ASSOCIES	Client	AIR	10	3	2	2	2	0	1	0	0	0	0	75
23198	FABRE - LEFEBVRE	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	33
23199	ALEXANDRE	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	31
23200	CASTEL	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	40
23201	CHEVALIER DROIT REIMS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
23202	BRUN & ASSOCIES	Prospect	AvocatOnline	7	2	2	1	0	0	0	2	0	0	0	69
23203	NICOLAS CONSEIL	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	31
23204	FONTAINE PARTNERS	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
23205	PAUL Sophie	Prospect	Clématis	23	4	4	9	4	1	0	0	0	0	1	93
23207	LEMAIRE	Prospect	PolyOffice	10	3	2	2	1	0	2	0	0	0	0	38
23208	JOLY	Prospect	Kami	1	1	0	0	0	0	0	0	0	0	0	75
23209	SCP NOEL PIERRE RENAUD	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	93
23210	ROCHE, MEUNIER, JOLY & ASSOCIES	Prospect	Kléos	7	2	2	1	0	0	0	0	2	0	0	38
23211	BONNET JURISTES	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	93
23212	DENIS ET MARTIN	Prospect	AvocatOnline	4	2	0	0	0	2	0	0	0	0	0	76
23213	ALEXANDRE	Prospect	Clématis	14	3	3	3	2	0	0	1	1	1	0	34
23214	ROUX EXPERTISE NANTES	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	69
23215	CARON & FAURE	Prospect	PolyOffice	3	2	0	1	0	0	0	0	0	0	0	35
23216	DUFOUR JURISTES	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
23217	JOLY AVOCATS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	67
23218	MARTINEZ	Client	NEO	3	2	1	0	0	0	0	0	0	0	0	75
23219	CABINET MOREL BRUNET ROBERT MERCIER	Prospect	Kami	1	1	0	0	0	0	0	0	0	0	0	33
23220	JOLY, LAURENT, DURAND ET ASSOCIES	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	92
23221	THOMAS	Client	NEO	25	4	4	11	4	1	0	0	0	0	1	93
23222	ROBIN	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	68
23224	DUMONT ET ROUSSEAU	Prospect	Clématis	4	2	2	0	0	0	0	0	0	0	0	94
23225	MOREL, LEFEBVRE, BLANC ET ASSOCIES	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	43
23226	BOYER Nicolas	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	49
23227	CABINET MATHIEU ROY PETIT NICOLAS	Client	AIR	5	2	1	0	0	2	0	0	0	0	0	88
23228	GERARD CONSEIL	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
23229	MOREL, FAURE, ROGER & ASSOCIES	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	94
23230	DUMAS Marc	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	44
23231	CABINET MARIE PEREZ MULLER	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	13
23232	ALEXANDRE & BRUN	Client	ADAPPS	8	2	2	3	1	0	0	0	0	0	0	75
23233	SIMON , BENOIT	Client	NEO	10	3	2	4	1	0	0	0	0	0	0	75
23234	FABRE JURIDIQUE (13014)	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	13
23235	ADAM	Prospect	Clématis	25	5	4	11	4	1	0	0	0	0	0	94
23236	GAUTHIER ET SCHMITT	Client	NEO	6	2	1	2	1	0	0	0	0	0	0	69
23237	GERARD AFFAIRES POITIERS	Client	AIR	28	5	4	10	6	2	0	0	0	0	1	92
23238	LECLERC , LEBRUN	Client	AIR	24	4	4	10	4	1	0	0	0	0	1	75
23239	SCP ROGER RENARD PIERRE LEROUX	Client	NEO	24	5	4	10	4	1	0	0	0	0	0	93
23240	SIMON SOCIAL MELUN	Client	NEO	11	3	2	5	1	0	0	0	0	0	0	49
23241	NOEL & COLIN	Prospect	PolyOffice	37	6	6	14	7	2	0	0	1	0	1	75
23242	LEMAIRE & ASSOCIES	Client	AIR	15	4	3	5	2	0	0	1	0	0	0	2A
23243	MARTINEZ	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	93
23244	MARCHAND Claude	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	38
23245	CLEMENT SCP	Prospect	AvocatOnline	5	2	1	2	0	0	0	0	0	0	0	13
23246	DUFOUR LEGAL	Prospect	AvocatOnline	161	27	27	16	52	23	4	3	2	1	6	26
23247	ROUX JURISTES (13001)	Client	NEO	10	3	2	3	1	0	0	0	1	0	0	92
23248	NGUYEN Laurence	Client	AIR	8	2	2	3	1	0	0	0	0	0	0	59
23249	FABRE	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	93
23250	HENRY & LEMAIRE	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	06
23251	NOEL, JACQUES, DAVID PARTNERS	Prospect	Kléos	9	3	2	2	1	0	0	0	1	0	0	29
23252	LECLERC	Prospect	AvocatOnline	4	2	2	0	0	0	0	0	0	0	0	93
23253	MARCHAND - DURAND	Prospect	Jarvis	2	1	1	0	0	0	0	0	0	0	0	74
23254	MERCIER CONSEILS	Client	AIR	9	3	2	1	1	0	0	0	0	2	0	75
23255	DUMONT, GARCIA, LECOMTE PARTNERS	Client	ADAPPS	6	2	1	2	1	0	0	0	0	0	0	75
23256	LEROY , MERCIER	Client	NEO	5	2	0	1	2	0	0	0	0	0	0	93
23257	CHEVALIER	Prospect	Jarvis	2	1	1	0	0	0	0	0	0	0	0	19
23258	VINCENT	Client	AIR	21	4	4	7	4	1	0	0	1	0	0	38
23259	HENRY	Prospect	Jarvis	3	2	1	0	0	0	0	0	0	0	0	44
23260	JEAN Isabelle	Client	NEO	5	2	2	1	0	0	0	0	0	0	0	75
23261	MARCHAND AFFAIRES CRETEIL	Client	NEO	9	2	2	1	1	0	1	1	1	0	0	83
23262	SCP CHARLES RENAUD BRUN MEUNIER	Prospect	AvocatOnline	2	1	0	1	0	0	0	0	0	0	0	67
23263	SCP DURAND RENAUD MERCIER	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	35
23264	FONTAINE Brigitte	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
23265	ALEXANDRE Jean	Client	NEO	21	4	4	8	3	1	0	0	0	1	0	47
23266	MICHEL , PIERRE	Prospect	PolyOffice	7	2	2	1	0	0	0	0	1	1	0	52
23267	SANCHEZ	Prospect	AvocatOnline	21	4	3	10	3	1	0	0	0	0	0	92
23268	NICOLAS & FERNANDEZ	Client	NEO	12	3	2	4	2	0	0	1	0	0	0	31
23269	SELARL LEROY DENIS MICHEL	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	44
23270	BRUNET ET LEROY	Client	AIR	7	2	2	1	0	0	1	0	0	1	0	13
23271	VINCENT , ROBERT	Client	NEO	38	7	6	14	6	2	0	1	1	0	1	75
23272	THOMAS	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	93
23273	DUPONT Pascal	Client	NEO	9	2	2	2	1	0	0	2	0	0	0	33
23274	SANCHEZ JURISTES BOBIGNY	Client	NEO	9	2	2	2	3	0	0	0	0	0	0	75
23275	ROY SELARL	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	95
23276	DURAND , BONNET	Client	AIR	19	4	3	8	3	1	0	0	0	0	0	63
23277	SCP MEUNIER FRANCOIS GAUTIER	Client	NEO	11	3	2	3	2	1	0	0	0	0	0	75
23278	MORIN	Prospect	Jarvis	5	2	1	0	2	0	0	0	0	0	0	34
23279	PERRIN CABINET	Client	NEO	5	2	1	0	1	1	0	0	0	0	0	93
23280	SCP ADAM PAYET	Prospect	Jarvis	17	4	3	6	3	1	0	0	0	0	0	75
23281	LECLERC - GIRARD	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	33
23282	MERCIER DROIT (13015)	Client	AIR	9	2	2	2	1	0	0	1	1	0	0	31
23283	BLANC ET GAUTHIER	Prospect	PolyOffice	20	4	4	6	4	1	0	0	0	1	0	13
23284	MARTIN	Prospect	Jarvis	3	2	1	0	0	0	0	0	0	0	0	35
23285	ROY DROIT	Client	NEO	15	3	3	6	2	1	0	0	0	0	0	42
23286	LEFEBVRE ET DURAND	Prospect	Kléos	12	3	3	3	2	0	0	0	0	1	0	92
23287	LECLERC, MARCHAND, JACQUES PARTNERS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
23288	RICHARD ET ASSOCIES	Prospect	Kléos	5	2	2	1	0	0	0	0	0	0	0	13
23289	SELARL DUPONT FRANCOIS ANDRE MARTINEZ	Client	ADAPPS	4	2	0	0	2	0	0	0	0	0	0	95
23290	RENARD AVOCATS	Prospect	Clématis	19	4	3	8	3	1	0	0	0	0	0	17
23291	CABINET ROCHE RICHARD LUCAS	Client	NEO	5	2	2	1	0	0	0	0	0	0	0	75
23292	BERNARD, NGUYEN, HENRY & ASSOCIES	Prospect	AvocatOnline	4	2	0	2	0	0	0	0	0	0	0	28
23293	GAUTHIER	Prospect	AvocatOnline	3	2	0	1	0	0	0	0	0	0	0	11
23294	PIERRE LAW FIRM	Client	NEO	23	5	4	8	3	0	0	1	0	1	1	92
23295	GAUTHIER & LEROY	Prospect	AvocatOnline	20	4	3	6	4	1	1	0	0	0	1	14
23296	MATHIEU AVOCATS	Prospect	AvocatOnline	2	1	0	1	0	0	0	0	0	0	0	75
23297	HENRY Monique	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	94
23298	CHEVALIER	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	73
23299	SANCHEZ, FERNANDEZ, DAVID ET ASSOCIES	Prospect	Kléos	21	4	4	8	3	1	0	1	0	0	0	17
23300	PIERRE, MORIN, ANDRE PARTNERS	Client	AIR	8	2	2	1	1	0	0	2	0	0	0	75
23301	LEBRUN ET SANCHEZ	Client	AIR	12	3	3	3	1	0	0	0	2	0	0	13
23302	SCP BLANC ADAM	Client	NEO	3	2	0	1	0	0	0	0	0	0	0	92
23303	MOREL , DUFOUR	Client	ADAPPS	10	3	2	2	2	0	0	0	0	1	0	75
23304	GAUTHIER Véronique	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	38
23305	MICHEL, FAURE, LEFEVRE & ASSOCIES	Client	NEO	4	2	0	2	0	0	0	0	0	0	0	75
23306	MARIE SCP	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	93
23307	ROUSSEL	Prospect	AvocatOnline	10	3	2	2	1	0	0	0	2	0	0	94
23308	GARCIA	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	55
23309	MARTIN Michel	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	34
23310	SELARL MERCIER MEYER PETIT ROY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	31
23311	FERNANDEZ ET ANDRE	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	44
23312	SCP ADAM ROUSSEAU	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
23313	CABINET FOURNIER RENARD LECLERC GUERIN	Prospect	Kami	1	1	0	0	0	0	0	0	0	0	0	22
23314	ROY , PEREZ	Client	AIR	9	3	2	1	1	0	2	0	0	0	0	92
23315	MAURY & MOREL	Prospect	Clématis	7	2	2	2	1	0	0	0	0	0	0	93
23316	PAUL	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	31
23317	CABINET MARIE DUBOIS	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	93
23318	COLIN, GAUTHIER, GIRARD & ASSOCIES	Prospect	AvocatOnline	16	4	3	6	3	0	0	0	0	0	0	35
23319	JOLY JURIDIQUE NANTES	Prospect	PolyOffice	3	2	0	1	0	0	0	0	0	0	0	59
23320	BONNET	Prospect	Clématis	2	1	1	0	0	0	0	0	0	0	0	75
23321	GUILLOT	Prospect	Kami	20	4	4	5	3	1	1	0	1	1	0	55
23322	SELARL GARCIA BARBIER LEFEBVRE	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	46
23323	MARCHAND	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	57
23324	ANDRE	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	75
23325	SCP GERARD CHARLES MOREL LEGRAND	Client	NEO	5	2	1	2	0	0	0	0	0	0	0	67
23326	ROBERT EXPERTISE	Client	NEO	11	3	2	4	2	0	0	0	0	0	0	35
23327	GUERIN LAW FIRM	Client	NEO	18	4	3	7	3	1	0	0	0	0	0	75
23328	ROY CONSEILS	Prospect	Kami	1	1	0	0	0	0	0	0	0	0	0	92
